year,latitude,longitude,co2
1/1/1974,-20.2833,57.55,0.69
1/1/1974,-20,30,9.05
1/1/1974,-20,47,1.19
1/1/1974,-18.25,35,3.15
1/1/1974,-15,30,4.2
1/1/1974,-13.5,34,0.55
1/1/1974,-12.5,18.5,4.87
1/1/1974,-12.1667,44.25,0.03
1/1/1974,-6,35,2.3
1/1/1974,-4.5833,55.6667,0.05
1/1/1974,-3.5,30,0.09
1/1/1974,-2,30,0.07
1/1/1974,-1,11.75,5.45
1/1/1974,-1,15,1.62
1/1/1974,0,25,3.36
1/1/1974,1,7,0.02
1/1/1974,1,32,1.19
1/1/1974,1,38,4.94
1/1/1974,2,10,0.05
1/1/1974,6,12,0.97
1/1/1974,6.5,-9.5,1.72
1/1/1974,7,21,0.11
1/1/1974,8,-5,3.24
1/1/1974,8,-5,3.24
1/1/1974,8,-2,2.93
1/1/1974,8,1.1667,0.39
1/1/1974,8,38,1.74
1/1/1974,8.5,-11.5,0.52
1/1/1974,9.5,2.25,0.41
1/1/1974,10,8,62.24
1/1/1974,10,49,0.33
1/1/1974,11,-10,0.84
1/1/1974,11.5,43,0.19
1/1/1974,12,-15,0.1
1/1/1974,13,-2,0.21
1/1/1974,13.4667,-16.5667,0.06
1/1/1974,14,-14,1.85
1/1/1974,15,19,0.15
1/1/1974,15,30,5.2
1/1/1974,15,39,
1/1/1974,16,8,0.29
1/1/1974,17,-4,0.3
1/1/1974,20,-12,0.48
1/1/1974,25,17,9.34
1/1/1974,25,17,9.34
1/1/1974,27,30,26.09
1/1/1974,28,3,31.88
1/1/1974,32,-5,11.12
1/1/1974,34,9,5.39
1/1/1974,-8.55,125.5167,
1/1/1974,-5,120,51.23
1/1/1974,1.3667,103.8,21.95
1/1/1974,2.5,112.5,19.03
1/1/1974,3.25,73,0
1/1/1974,4.5,114.6667,8.18
1/1/1974,4.5,114.6667,8.18
1/1/1974,7,81,2.93
1/1/1974,13,105,0.07
1/1/1974,13,122,30.49
1/1/1974,15,48,2.25
1/1/1974,15,100,24.21
1/1/1974,16,106,19.06
1/1/1974,16,106,19.06
1/1/1974,20,77,231.18
1/1/1974,21,57,2.33
1/1/1974,22,98,4.67
1/1/1974,22,98,4.67
1/1/1974,22.1667,113.55,0.27
1/1/1974,22.25,114.1667,10.67
1/1/1974,24,54,31.3
1/1/1974,24,90,4.66
1/1/1974,25,45,98.7
1/1/1974,25.5,51.25,10.48
1/1/1974,26,50.55,5.4
1/1/1974,27.5,90.5,0
1/1/1974,28,84,0.42
1/1/1974,29.3375,47.6581,19.31
1/1/1974,30,70,21.39
1/1/1974,31,36,2.23
1/1/1974,31.5,34.75,19.37
1/1/1974,32,53,143.78
1/1/1974,33,44,30.91
1/1/1974,33,65,1.92
1/1/1974,33.8333,35.8333,7.09
1/1/1974,35,33,1.93
1/1/1974,35,38,9.65
1/1/1974,35,105,985.09
1/1/1974,36,138,914.31
1/1/1974,37,127.5,75.63
1/1/1974,37,127.5,75.63
1/1/1974,39,35,60.93
1/1/1974,39,71,6.17
1/1/1974,40,45,4.93
1/1/1974,40,60,27.85
1/1/1974,40,127,101.61
1/1/1974,40.5,47.5,47.4
1/1/1974,41,64,94.06
1/1/1974,41,75,9.47
1/1/1974,42,43.5,12.93
1/1/1974,46,105,3.74
1/1/1974,48,68,220.75
1/1/1974,60,100,"1,750.97"
1/1/1974,60,100,"1,750.97"
1/1/1974,35,33,1.93
1/1/1974,35.8333,14.5833,0.74
1/1/1974,39,22,36.06
1/1/1974,39,35,60.93
1/1/1974,39.5,-8,20.65
1/1/1974,40,-4,172.67
1/1/1974,40,45,4.93
1/1/1974,40.5,47.5,47.4
1/1/1974,41,20,4.34
1/1/1974,41.8333,22,9.24
1/1/1974,42,19,1.64
1/1/1974,42,43.5,12.93
1/1/1974,42.5,1.6,
1/1/1974,42.8333,12.8333,358.25
1/1/1974,43,25,71.13
1/1/1974,44,18,12.9
1/1/1974,44,21,37.19
1/1/1974,45.1667,15.5,14.02
1/1/1974,46,2,500.02
1/1/1974,46,15,10.66
1/1/1974,46,25,150.72
1/1/1974,47,8,41.43
1/1/1974,47,20,74.01
1/1/1974,47,29,18.04
1/1/1974,47.1667,9.5333,
1/1/1974,47.3333,13.3333,57.29
1/1/1974,48,68,220.75
1/1/1974,48.6667,19.5,53.12
1/1/1974,49,32,530.27
1/1/1974,49.75,6.1667,14.43
1/1/1974,49.75,15.5,165.97
1/1/1974,50.8333,4,134.95
1/1/1974,51,9,"1,062.72"
1/1/1974,52,20,346.24
1/1/1974,52.5,5.75,159.99
1/1/1974,53,-8,23.29
1/1/1974,53,28,73.61
1/1/1974,54,-2,617.18
1/1/1974,56,10,55.04
1/1/1974,56,24,18.79
1/1/1974,57,25,11.94
1/1/1974,59,26,20.15
1/1/1974,60,100,"1,750.97"
1/1/1974,60,100,"1,750.97"
1/1/1974,62,10,27.67
1/1/1974,62,15,79.82
1/1/1974,64,26,46.61
1/1/1974,65,-18,1.74
1/1/1974,9,-80,3.02
1/1/1974,10,-84,1.9
1/1/1974,11,-61,10.04
1/1/1974,11,-61,10.04
1/1/1974,12.1167,-61.6667,0.04
1/1/1974,12.5,-69.9667,0.79
1/1/1974,13,-85,1.95
1/1/1974,13.1667,-59.5333,0.49
1/1/1974,13.25,-61.2,0.03
1/1/1974,13.25,-61.2,0.03
1/1/1974,13.25,-61.2,0.03
1/1/1974,13.8333,-88.9167,1.97
1/1/1974,13.8833,-61.1333,0.07
1/1/1974,15,-86.5,1.56
1/1/1974,15.4167,-61.3333,0.03
1/1/1974,15.5,-90.25,3.07
1/1/1974,17.05,-61.8,0.43
1/1/1974,17.25,-88.75,0.15
1/1/1974,17.3333,-62.75,
1/1/1974,18.25,-77.5,7.59
1/1/1974,18.5,-64.5,0.03
1/1/1974,19,-72.4167,0.47
1/1/1974,19,-70.6667,6.41
1/1/1974,21.5,-80,22.89
1/1/1974,21.75,-71.5833,
1/1/1974,23,-102,154.87
1/1/1974,24.25,-76,7.38
1/1/1974,32.3333,-64.75,0.44
1/1/1974,38,-97,"4,592.96"
1/1/1974,60,-95,389.61
1/1/1974,72,-40,0.56
1/1/1974,-41,174,18.76
1/1/1974,-27,133,172.19
1/1/1974,-21.5,165.5,2.78
1/1/1974,-20,-175,0.02
1/1/1974,-18,175,0.67
1/1/1974,-16,167,0.06
1/1/1974,-15,-140,0.22
1/1/1974,-13.5833,-172.3333,0.03
1/1/1974,-8,159,0.07
1/1/1974,-8,178,
1/1/1974,-6,147,1.59
1/1/1974,-0.5333,166.9167,0.1
1/1/1974,1.4167,173,0.03
1/1/1974,6.9167,158.25,
1/1/1974,7.5,134.5,
1/1/1974,9,168,
1/1/1974,-34,-64,95.47
1/1/1974,-33,-56,5.68
1/1/1974,-30,-71,25.88
1/1/1974,-23,-58,0.95
1/1/1974,-17,-65,3.51
1/1/1974,-17,-65,3.51
1/1/1974,-10,-76,21.34
1/1/1974,-10,-55,142.93
1/1/1974,-2,-77.5,6.08
1/1/1974,4,-72,36.4
1/1/1974,4,-56,1.6
1/1/1974,5,-59,1.55
1/1/1974,8,-66,75.06
1/1/1974,8,-66,75.06
1/1/1973,-29.5,28.5,
1/1/1973,-29,24,173.31
1/1/1973,-22,17,
1/1/1973,-22,24,0.05
1/1/1973,-20.2833,57.55,0.68
1/1/1973,-20,30,9.27
1/1/1973,-20,47,1.07
1/1/1973,-18.25,35,3.56
1/1/1973,-15,30,4.59
1/1/1973,-13.5,34,0.57
1/1/1973,-12.5,18.5,4.87
1/1/1973,-12.1667,44.25,0.03
1/1/1973,-6,35,3.18
1/1/1973,-4.5833,55.6667,0.05
1/1/1973,-3.5,30,0.07
1/1/1973,-2,30,0.07
1/1/1973,-1,11.75,5.31
1/1/1973,-1,15,1.22
1/1/1973,0,25,3.19
1/1/1973,1,7,0.01
1/1/1973,1,32,1.18
1/1/1973,1,38,3.91
1/1/1973,2,10,0.03
1/1/1973,6,12,0.9
1/1/1973,6.5,-9.5,1.48
1/1/1973,7,21,0.16
1/1/1973,8,-5,2.88
1/1/1973,8,-5,2.88
1/1/1973,8,-2,2.47
1/1/1973,8,1.1667,0.41
1/1/1973,8,38,1.75
1/1/1973,8.5,-11.5,0.54
1/1/1973,9.5,2.25,0.38
1/1/1973,10,8,49.53
1/1/1973,10,49,0.26
1/1/1973,11,-10,0.8
1/1/1973,11.5,43,0.18
1/1/1973,12,-15,0.11
1/1/1973,13,-2,0.17
1/1/1973,13.4667,-16.5667,0.06
1/1/1973,14,-14,1.55
1/1/1973,15,19,0.16
1/1/1973,15,30,4.97
1/1/1973,15,39,
1/1/1973,16,8,0.33
1/1/1973,17,-4,0.27
1/1/1973,20,-12,0.47
1/1/1973,25,17,14.58
1/1/1973,25,17,14.58
1/1/1973,27,30,23.76
1/1/1973,28,3,38.28
1/1/1973,32,-5,9.63
1/1/1973,34,9,4.82
1/1/1973,-8.55,125.5167,
1/1/1973,-5,120,49.1
1/1/1973,1.3667,103.8,21.2
1/1/1973,2.5,112.5,17.49
1/1/1973,3.25,73,0
1/1/1973,4.5,114.6667,9.97
1/1/1973,4.5,114.6667,9.97
1/1/1973,7,81,3.68
1/1/1973,13,105,0.13
1/1/1973,13,122,31.5
1/1/1973,15,48,2.73
1/1/1973,15,100,24.42
1/1/1973,16,106,25.07
1/1/1973,16,106,25.07
1/1/1973,20,77,223.6
1/1/1973,21,57,2.11
1/1/1973,22,98,4.11
1/1/1973,22,98,4.11
1/1/1973,22.1667,113.55,0.22
1/1/1973,22.25,114.1667,9.29
1/1/1973,24,54,30.61
1/1/1973,24,90,4.55
1/1/1973,25,45,95.05
1/1/1973,25.5,51.25,12.46
1/1/1973,26,50.55,5.52
1/1/1973,27.5,90.5,0
1/1/1973,28,84,0.42
1/1/1973,29.3375,47.6581,24.22
1/1/1973,30,70,20.01
1/1/1973,31,36,2.2
1/1/1973,31.5,34.75,19.26
1/1/1973,32,53,129.48
1/1/1973,33,44,30.61
1/1/1973,33,65,1.64
1/1/1973,33.8333,35.8333,7.07
1/1/1973,35,33,2.5
1/1/1973,35,38,7.89
1/1/1973,35,105,965.65
1/1/1973,36,138,914.27
1/1/1973,37,127.5,73.03
1/1/1973,37,127.5,73.03
1/1/1973,39,35,59.31
1/1/1973,39,71,5.94
1/1/1973,40,45,4.74
1/1/1973,40,60,26.82
1/1/1973,40,127,97.33
1/1/1973,40.5,47.5,45.65
1/1/1973,41,64,90.63
1/1/1973,41,75,9.11
1/1/1973,42,43.5,12.45
1/1/1973,46,105,3.47
1/1/1973,48,68,212.63
1/1/1973,60,100,"1,686.75"
1/1/1973,60,100,"1,686.75"
1/1/1973,35,33,2.5
1/1/1973,35.8333,14.5833,0.81
1/1/1973,39,22,37.13
1/1/1973,39,35,59.31
1/1/1973,39.5,-8,19.95
1/1/1973,40,-4,154.96
1/1/1973,40,45,4.74
1/1/1973,40.5,47.5,45.65
1/1/1973,41,20,5.29
1/1/1973,41.8333,22,9.2
1/1/1973,42,19,1.64
1/1/1973,42,43.5,12.45
1/1/1973,42.5,1.6,
1/1/1973,42.8333,12.8333,353.35
1/1/1973,43,25,68.71
1/1/1973,44,18,12.84
1/1/1973,44,21,37.04
1/1/1973,45.1667,15.5,13.97
1/1/1973,46,2,517.58
1/1/1973,46,15,10.62
1/1/1973,46,25,144.77
1/1/1973,47,8,46.2
1/1/1973,47,20,72.98
1/1/1973,47,29,17.37
1/1/1973,47.1667,9.5333,
1/1/1973,47.3333,13.3333,60.02
1/1/1973,48,68,212.63
1/1/1973,48.6667,19.5,52.51
1/1/1973,49,32,510.84
1/1/1973,49.75,6.1667,14.18
1/1/1973,49.75,15.5,164.09
1/1/1973,50.8333,4,138.64
1/1/1973,51,9,"1,085.74"
1/1/1973,52,20,335.59
1/1/1973,52.5,5.75,165.26
1/1/1973,53,-8,22.85
1/1/1973,53,28,70.91
1/1/1973,54,-2,659.58
1/1/1973,56,10,59.22
1/1/1973,56,24,18.07
1/1/1973,57,25,11.49
1/1/1973,59,26,19.4
1/1/1973,60,100,"1,686.75"
1/1/1973,60,100,"1,686.75"
1/1/1973,62,10,30.49
1/1/1973,62,15,87.29
1/1/1973,64,26,49.32
1/1/1973,65,-18,1.75
1/1/1973,9,-80,3.24
1/1/1973,10,-84,2.04
1/1/1973,11,-61,9.39
1/1/1973,11,-61,9.39
1/1/1973,12.1167,-61.6667,0.05
1/1/1973,12.5,-69.9667,0.87
1/1/1973,13,-85,1.83
1/1/1973,13.1667,-59.5333,0.48
1/1/1973,13.25,-61.2,0.04
1/1/1973,13.25,-61.2,0.04
1/1/1973,13.25,-61.2,0.04
1/1/1973,13.8333,-88.9167,1.97
1/1/1973,13.8833,-61.1333,0.08
1/1/1973,15,-86.5,1.51
1/1/1973,15.4167,-61.3333,0.03
1/1/1973,15.5,-90.25,2.93
1/1/1973,17.05,-61.8,0.33
1/1/1973,17.25,-88.75,0.15
1/1/1973,17.3333,-62.75,
1/1/1973,18.25,-77.5,8.29
1/1/1973,18.5,-64.5,0.03
1/1/1973,19,-72.4167,0.42
1/1/1973,19,-70.6667,5.96
1/1/1973,21.5,-80,22.37
1/1/1973,21.75,-71.5833,
1/1/1973,23,-102,144.16
1/1/1973,24.25,-76,7.86
1/1/1973,32.3333,-64.75,0.43
1/1/1973,38,-97,"4,762.45"
1/1/1973,60,-95,381.26
1/1/1973,72,-40,0.56
1/1/1973,-41,174,18.2
1/1/1973,-27,133,170.83
1/1/1973,-21.5,165.5,2.6
1/1/1973,-20,-175,0.03
1/1/1973,-18,175,0.63
1/1/1973,-16,167,0.05
1/1/1973,-15,-140,0.21
1/1/1973,-13.5833,-172.3333,0.04
1/1/1973,-8,159,0.07
1/1/1973,-8,178,
1/1/1973,-6,147,1.34
1/1/1973,-0.5333,166.9167,0.08
1/1/1973,1.4167,173,0.04
1/1/1973,6.9167,158.25,
1/1/1973,7.5,134.5,
1/1/1973,9,168,
1/1/1973,-34,-64,93.97
1/1/1973,-33,-56,5.77
1/1/1973,-30,-71,27.59
1/1/1973,-23,-58,0.87
1/1/1973,-17,-65,3.45
1/1/1973,-17,-65,3.45
1/1/1973,-10,-76,19.73
1/1/1973,-10,-55,132.02
1/1/1973,-2,-77.5,5.26
1/1/1973,4,-72,33.63
1/1/1973,4,-56,2.11
1/1/1973,5,-59,1.8
1/1/1973,8,-66,66.43
1/1/1973,8,-66,66.43
1/1/1972,-29.5,28.5,
1/1/1972,-29,24,171.53
1/1/1972,-22,17,
1/1/1972,-22,24,0.02
1/1/1972,-20.2833,57.55,0.69
1/1/1972,-20,30,8.22
1/1/1972,-20,47,1.29
1/1/1972,-18.25,35,3.3
1/1/1972,-15,30,4.06
1/1/1972,-13.5,34,0.55
1/1/1972,-12.5,18.5,4.5
1/1/1972,-12.1667,44.25,0.03
1/1/1972,-6,35,2.16
1/1/1972,-4.5833,55.6667,0.04
1/1/1972,-3.5,30,0.07
1/1/1972,-2,30,0.07
1/1/1972,-1,11.75,2.74
1/1/1972,-1,15,0.66
1/1/1972,0,25,3.02
1/1/1972,1,7,0.01
1/1/1972,1,32,1.38
1/1/1972,1,38,3.87
1/1/1972,2,10,0.09
1/1/1972,6,12,0.86
1/1/1972,6.5,-9.5,1.51
1/1/1972,7,21,0.17
1/1/1972,8,-5,2.71
1/1/1972,8,-5,2.71
1/1/1972,8,-2,2.42
1/1/1972,8,1.1667,0.4
1/1/1972,8,38,1.41
1/1/1972,8.5,-11.5,0.68
1/1/1972,9.5,2.25,0.39
1/1/1972,10,8,41.39
1/1/1972,10,49,0.23
1/1/1972,11,-10,0.83
1/1/1972,11.5,43,0.19
1/1/1972,12,-15,0.07
1/1/1972,13,-2,0.16
1/1/1972,13.4667,-16.5667,0.07
1/1/1972,14,-14,1.45
1/1/1972,15,19,0.12
1/1/1972,15,30,4.93
1/1/1972,15,39,
1/1/1972,16,8,0.25
1/1/1972,17,-4,0.25
1/1/1972,20,-12,0.45
1/1/1972,25,17,15.22
1/1/1972,25,17,15.22
1/1/1972,27,30,25.48
1/1/1972,28,3,28.32
1/1/1972,32,-5,8.04
1/1/1972,34,9,4.73
1/1/1972,-8.55,125.5167,
1/1/1972,-5,120,43.31
1/1/1972,1.3667,103.8,22.22
1/1/1972,2.5,112.5,17.89
1/1/1972,3.25,73,0
1/1/1972,4.5,114.6667,9.45
1/1/1972,4.5,114.6667,9.45
1/1/1972,7,81,3.54
1/1/1972,13,105,0.12
1/1/1972,13,122,26.41
1/1/1972,15,48,1.49
1/1/1972,15,100,21.81
1/1/1972,16,106,23.04
1/1/1972,16,106,23.04
1/1/1972,20,77,217.18
1/1/1972,21,57,2.09
1/1/1972,22,98,4.89
1/1/1972,22,98,4.89
1/1/1972,22.1667,113.55,0.23
1/1/1972,22.25,114.1667,9.28
1/1/1972,24,54,23.43
1/1/1972,24,90,3.51
1/1/1972,25,45,70.28
1/1/1972,25.5,51.25,10.78
1/1/1972,26,50.55,3.68
1/1/1972,27.5,90.5,0
1/1/1972,28,84,0.27
1/1/1972,29.3375,47.6581,27.61
1/1/1972,30,70,18.9
1/1/1972,31,36,1.91
1/1/1972,31.5,34.75,16.89
1/1/1972,32,53,106.02
1/1/1972,33,44,29.52
1/1/1972,33,65,1.53
1/1/1972,33.8333,35.8333,5.65
1/1/1972,35,33,2.41
1/1/1972,35,38,7.76
1/1/1972,35,105,928.89
1/1/1972,36,138,852.17
1/1/1972,37,127.5,60.28
1/1/1972,37,127.5,60.28
1/1/1972,39,35,53.72
1/1/1972,39,71,5.7
1/1/1972,40,45,4.55
1/1/1972,40,60,25.72
1/1/1972,40,127,89.5
1/1/1972,40.5,47.5,43.79
1/1/1972,41,64,86.97
1/1/1972,41,75,8.74
1/1/1972,42,43.5,11.94
1/1/1972,46,105,3.28
1/1/1972,48,68,203.99
1/1/1972,60,100,"1,618.41"
1/1/1972,60,100,"1,618.41"
1/1/1972,35,33,2.41
1/1/1972,35.8333,14.5833,0.84
1/1/1972,39,22,31.48
1/1/1972,39,35,53.72
1/1/1972,39.5,-8,18.31
1/1/1972,40,-4,144.72
1/1/1972,40,45,4.55
1/1/1972,40.5,47.5,43.79
1/1/1972,41,20,5.64
1/1/1972,41.8333,22,7.7
1/1/1972,42,19,1.37
1/1/1972,42,43.5,11.94
1/1/1972,42.5,1.6,
1/1/1972,42.8333,12.8333,328.24
1/1/1972,43,25,66.08
1/1/1972,44,18,10.75
1/1/1972,44,21,31.01
1/1/1972,45.1667,15.5,11.7
1/1/1972,46,2,481.61
1/1/1972,46,15,8.9
1/1/1972,46,25,132.25
1/1/1972,47,8,42.92
1/1/1972,47,20,69.35
1/1/1972,47,29,16.65
1/1/1972,47.1667,9.5333,
1/1/1972,47.3333,13.3333,56.07
1/1/1972,48,68,203.99
1/1/1972,48.6667,19.5,52.29
1/1/1972,49,32,490.16
1/1/1972,49.75,6.1667,13.49
1/1/1972,49.75,15.5,163.45
1/1/1972,50.8333,4,130.64
1/1/1972,51,9,"1,041.48"
1/1/1972,52,20,329.51
1/1/1972,52.5,5.75,157.5
1/1/1972,53,-8,22.04
1/1/1972,53,28,68.04
1/1/1972,54,-2,648.03
1/1/1972,56,10,59.59
1/1/1972,56,24,17.3
1/1/1972,57,25,11.02
1/1/1972,59,26,18.6
1/1/1972,60,100,"1,618.41"
1/1/1972,60,100,"1,618.41"
1/1/1972,62,10,29.4
1/1/1972,62,15,84.7
1/1/1972,64,26,44.11
1/1/1972,65,-18,1.48
1/1/1972,9,-80,2.8
1/1/1972,10,-84,1.76
1/1/1972,11,-61,8.24
1/1/1972,11,-61,8.24
1/1/1972,12.1167,-61.6667,0.05
1/1/1972,12.5,-69.9667,0.78
1/1/1972,13,-85,1.6
1/1/1972,13.1667,-59.5333,0.5
1/1/1972,13.25,-61.2,0.04
1/1/1972,13.25,-61.2,0.04
1/1/1972,13.25,-61.2,0.04
1/1/1972,13.8333,-88.9167,1.68
1/1/1972,13.8833,-61.1333,0.08
1/1/1972,15,-86.5,1.53
1/1/1972,15.4167,-61.3333,0.03
1/1/1972,15.5,-90.25,2.71
1/1/1972,17.05,-61.8,0.37
1/1/1972,17.25,-88.75,0.16
1/1/1972,17.3333,-62.75,
1/1/1972,18.25,-77.5,6.28
1/1/1972,18.5,-64.5,0.02
1/1/1972,19,-72.4167,0.39
1/1/1972,19,-70.6667,4.67
1/1/1972,21.5,-80,20.78
1/1/1972,21.75,-71.5833,
1/1/1972,23,-102,132.33
1/1/1972,24.25,-76,6.48
1/1/1972,32.3333,-64.75,0.25
1/1/1972,38,-97,"4,558.45"
1/1/1972,60,-95,380.79
1/1/1972,72,-40,0.55
1/1/1972,-41,174,16.19
1/1/1972,-27,133,157.34
1/1/1972,-21.5,165.5,1.7
1/1/1972,-20,-175,0.02
1/1/1972,-18,175,0.58
1/1/1972,-16,167,0.06
1/1/1972,-15,-140,0.22
1/1/1972,-13.5833,-172.3333,0.04
1/1/1972,-8,159,0.05
1/1/1972,-8,178,
1/1/1972,-6,147,1.27
1/1/1972,-0.5333,166.9167,0.08
1/1/1972,1.4167,173,0.03
1/1/1972,6.9167,158.25,
1/1/1972,7.5,134.5,
1/1/1972,9,168,
1/1/1972,-34,-64,90.06
1/1/1972,-33,-56,6.07
1/1/1972,-30,-71,28.14
1/1/1972,-23,-58,0.71
1/1/1972,-17,-65,3.57
1/1/1972,-17,-65,3.57
1/1/1972,-10,-76,18.15
1/1/1972,-10,-55,114.01
1/1/1972,-2,-77.5,4.59
1/1/1972,4,-72,31.43
1/1/1972,4,-56,1.74
1/1/1972,5,-59,1.56
1/1/1972,8,-66,62.51
1/1/1972,8,-66,62.51
1/1/1971,-29.5,28.5,
1/1/1971,-29,24,168.39
1/1/1971,-22,17,
1/1/1971,-22,24,
1/1/1971,-20.2833,57.55,0.4
1/1/1971,-20,30,8.73
1/1/1971,-20,47,1.03
1/1/1971,-18.25,35,3.61
1/1/1971,-15,30,3.79
1/1/1971,-13.5,34,0.5
1/1/1971,-12.5,18.5,3.41
1/1/1971,-12.1667,44.25,0.03
1/1/1971,-6,35,2.46
1/1/1971,-4.5833,55.6667,0.03
1/1/1971,-3.5,30,0.07
1/1/1971,-2,30,0.06
1/1/1971,-1,11.75,2.84
1/1/1971,-1,15,0.69
1/1/1971,0,25,2.96
1/1/1971,1,7,0.01
1/1/1971,1,32,1.44
1/1/1971,1,38,3.68
1/1/1971,2,10,0.07
1/1/1971,6,12,0.81
1/1/1971,6.5,-9.5,1.52
1/1/1971,7,21,0.18
1/1/1971,8,-5,2.45
1/1/1971,8,-5,2.45
1/1/1971,8,-2,2.29
1/1/1971,8,1.1667,0.32
1/1/1971,8,38,1.85
1/1/1971,8.5,-11.5,0.8
1/1/1971,9.5,2.25,0.29
1/1/1971,10,8,32.25
1/1/1971,10,49,0.19
1/1/1971,11,-10,0.81
1/1/1971,11.5,43,0.16
1/1/1971,12,-15,0.07
1/1/1971,13,-2,0.15
1/1/1971,13.4667,-16.5667,0.05
1/1/1971,14,-14,1.35
1/1/1971,15,19,0.15
1/1/1971,15,30,4.56
1/1/1971,15,39,
1/1/1971,16,8,0.23
1/1/1971,17,-4,0.23
1/1/1971,20,-12,0.4
1/1/1971,25,17,21.63
1/1/1971,25,17,21.63
1/1/1971,27,30,23.01
1/1/1971,28,3,18.65
1/1/1971,32,-5,8.19
1/1/1971,34,9,4.21
1/1/1971,-8.55,125.5167,
1/1/1971,-5,120,38.96
1/1/1971,1.3667,103.8,16.58
1/1/1971,2.5,112.5,16.66
1/1/1971,3.25,73,0
1/1/1971,4.5,114.6667,7.51
1/1/1971,4.5,114.6667,7.51
1/1/1971,7,81,3.19
1/1/1971,13,105,0.25
1/1/1971,13,122,27.55
1/1/1971,15,48,1.97
1/1/1971,15,100,19.22
1/1/1971,16,106,24.51
1/1/1971,16,106,24.51
1/1/1971,20,77,205.33
1/1/1971,21,57,2.09
1/1/1971,22,98,5.1
1/1/1971,22,98,5.1
1/1/1971,22.1667,113.55,0.23
1/1/1971,22.25,114.1667,9.15
1/1/1971,24,54,21.17
1/1/1971,24,90,3.61
1/1/1971,25,45,59.76
1/1/1971,25.5,51.25,9.14
1/1/1971,26,50.55,3.04
1/1/1971,27.5,90.5,0
1/1/1971,28,84,0.2
1/1/1971,29.3375,47.6581,27.12
1/1/1971,30,70,19.44
1/1/1971,31,36,1.65
1/1/1971,31.5,34.75,16.22
1/1/1971,32,53,101.63
1/1/1971,33,44,28.83
1/1/1971,33,65,1.89
1/1/1971,33.8333,35.8333,5.3
1/1/1971,35,33,1.88
1/1/1971,35,38,8.87
1/1/1971,35,105,874.02
1/1/1971,36,138,796.54
1/1/1971,37,127.5,58.55
1/1/1971,37,127.5,58.55
1/1/1971,39,35,47.64
1/1/1971,39,71,5.41
1/1/1971,40,45,4.31
1/1/1971,40,60,24.44
1/1/1971,40,127,107.45
1/1/1971,40.5,47.5,41.61
1/1/1971,41,64,82.67
1/1/1971,41,75,8.3
1/1/1971,42,43.5,11.35
1/1/1971,46,105,3.03
1/1/1971,48,68,193.86
1/1/1971,60,100,"1,538.24"
1/1/1971,60,100,"1,538.24"
1/1/1971,35,33,1.88
1/1/1971,35.8333,14.5833,0.66
1/1/1971,39,22,27.75
1/1/1971,39,35,47.64
1/1/1971,39.5,-8,16.38
1/1/1971,40,-4,128.46
1/1/1971,40,45,4.31
1/1/1971,40.5,47.5,41.61
1/1/1971,41,20,4.35
1/1/1971,41.8333,22,8.21
1/1/1971,42,19,1.46
1/1/1971,42,43.5,11.35
1/1/1971,42.5,1.6,
1/1/1971,42.8333,12.8333,311.05
1/1/1971,43,25,64.22
1/1/1971,44,18,11.47
1/1/1971,44,21,33.09
1/1/1971,45.1667,15.5,12.5
1/1/1971,46,2,463.14
1/1/1971,46,15,9.5
1/1/1971,46,25,125.68
1/1/1971,47,8,41.89
1/1/1971,47,20,69.21
1/1/1971,47,29,15.82
1/1/1971,47.1667,9.5333,
1/1/1971,47.3333,13.3333,52.07
1/1/1971,48,68,193.86
1/1/1971,48.6667,19.5,51.8
1/1/1971,49,32,465.88
1/1/1971,49.75,6.1667,13.19
1/1/1971,49.75,15.5,161.98
1/1/1971,50.8333,4,121.37
1/1/1971,51,9,"1,037.24"
1/1/1971,52,20,312.88
1/1/1971,52.5,5.75,140.67
1/1/1971,53,-8,22.48
1/1/1971,53,28,64.66
1/1/1971,54,-2,660.39
1/1/1971,56,10,57.01
1/1/1971,56,24,16.41
1/1/1971,57,25,10.47
1/1/1971,59,26,17.67
1/1/1971,60,100,"1,538.24"
1/1/1971,60,100,"1,538.24"
1/1/1971,62,10,27.17
1/1/1971,62,15,84.51
1/1/1971,64,26,40.54
1/1/1971,65,-18,1.47
1/1/1971,9,-80,2.6
1/1/1971,10,-84,1.53
1/1/1971,11,-61,8.1
1/1/1971,11,-61,8.1
1/1/1971,12.1167,-61.6667,0.05
1/1/1971,12.5,-69.9667,0.81
1/1/1971,13,-85,1.51
1/1/1971,13.1667,-59.5333,0.48
1/1/1971,13.25,-61.2,0.03
1/1/1971,13.25,-61.2,0.03
1/1/1971,13.25,-61.2,0.03
1/1/1971,13.8333,-88.9167,1.51
1/1/1971,13.8833,-61.1333,0.07
1/1/1971,15,-86.5,1.33
1/1/1971,15.4167,-61.3333,0.03
1/1/1971,15.5,-90.25,2.44
1/1/1971,17.05,-61.8,0.43
1/1/1971,17.25,-88.75,0.14
1/1/1971,17.3333,-62.75,
1/1/1971,18.25,-77.5,5.75
1/1/1971,18.5,-64.5,0.02
1/1/1971,19,-72.4167,0.4
1/1/1971,19,-70.6667,3.52
1/1/1971,21.5,-80,19.59
1/1/1971,21.75,-71.5833,
1/1/1971,23,-102,126.21
1/1/1971,24.25,-76,6.72
1/1/1971,32.3333,-64.75,0.23
1/1/1971,38,-97,"4,351.31"
